ponumber,invoice_quantity,invoice_dollars,freight,risk_score
75931,1,4.24,56.63,0.879966326940695
14792,1,5.59,31.53,0.8765194539987113
56534,1,5.87,67.46,0.8762074126422635
58174,1,11.12,34.71,0.868835418121437
50806,1,5.85,54.75,0.8667257036418228
24438,1,18.69,65.0,0.8647489464094079
15760,3,95.61,56.92,0.8639584238067732
30466,1,10.68,60.21,0.8637392338428029
78232,1,10.8,55.2,0.8622746008522093
49268,1,11.13,73.66,0.8622313650396265
87806,2,11.7,78.48,0.8621643798265199
60103,1,33.71,29.44,0.8620485468412511
18751,1,17.82,47.87,0.8619551448993769
75399,2,16.7,38.72,0.8619017926754153
73678,1,4.84,33.64,0.8608726145431909
46473,1,19.44,83.97,0.8606742800408782
80489,1,20.4,45.93,0.859370783927808
86319,4,69.36,46.08,0.8590377774078435
46847,3,123.18,43.73,0.8582407679450872
94370,1,19.91,33.43,0.8580865254361869
83526,2,16.48,53.97,0.8575147586762486
48628,14,661.64,54.91,0.8573991031390134
33142,4,107.76,27.07,0.8565699588504436
67272,1,19.66,68.05,0.8564378561665293
36616,1,52.03,69.34,0.8552950049460264
85797,1,19.24,69.3,0.8552348447503639
95899,1,26.79,22.21,0.8544890201825364
64984,1,15.03,16.48,0.8544609851119945
51668,5,90.7,76.99,0.854080171813321
60087,1,18.04,58.94,0.8534157112970102
48507,1,39.81,29.25,0.8533773262850786
91800,2,7.34,42.9,0.8532492440343491
68530,1,18.34,25.3,0.8531617639572351
38207,1,35.75,49.32,0.8527600512982023
21056,1,34.87,63.88,0.8522701169503304
70341,5,199.0,67.48,0.8519904592606768
76817,1,27.9,36.69,0.8516507033024239
57414,1,22.77,35.64,0.8515114619820021
33446,1,17.28,36.25,0.8502284588785558
19689,1,20.97,68.21,0.8499029860910112
29334,2,18.98,24.65,0.8496929929803477
17954,1,19.27,31.57,0.8496281758723929
59862,1,23.46,34.16,0.8494540677342888
89828,1,28.2,47.54,0.8488068256643884
12014,1,13.9,32.02,0.8464387604542298
26748,1,22.45,25.36,0.8462343327343572
51160,1,35.71,40.62,0.8455175070970252
61798,1,27.84,65.03,0.8447998094165712
40172,1,13.85,51.5,0.844765460159435
70466,3,121.38,60.02,0.8445911320381341
62656,1,14.13,73.69,0.844548028934419
